COUNTRY,COURSE_TYPE,COURSE_(SPECIALIZATION),FEES,CURRENCY,FEES_USD
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business ,1997057.34,INR,21177.195444828
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1647683.75,INR,17472.36802175
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hospital/Healthcare Management,1454763.65,INR,15426.604697329998
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Retail,684383.43,INR,7257.338768406
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,1281903.28,INR,13593.558761776
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Aviation,1647683.75,INR,17472.36802175
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Accounting,2086768.9,INR,22128.51476938
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Commerce,4624881.68,INR,49043.170311056
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Operations,1647683.75,INR,17472.36802175
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Communication,1967586.88,INR,20864.684792895998
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Entrepreneurship & Leadership Management,650083.77,INR,6893.618313834
Singapore,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Project Management,2057979.48,INR,21823.226001815998
Singapore,M.ENG,M.ENG in Mechanical,1666629.05,INR,17673.26777201
Singapore,M.ENG,M.ENG in Electrical,744624.52,INR,7896.147334984
Singapore,M.ENG,M.ENG in Architecture,1666629.05,INR,17673.26777201
Singapore,M.ENG,M.ENG in Civil Engineering,2358875.39,INR,25013.986410638
Singapore,M.ENG,M.ENG in Computer Engineering,2285756.45,INR,24238.61854709
Singapore,M.ENG,M.ENG in Aerospace Engineering,1647683.75,INR,17472.36802175
Singapore,M.ENG,M.ENG in Biomedical,1666629.05,INR,17673.26777201
Singapore,M.ENG,M.ENG in Energy Engineering,2474280.74,INR,26237.767823108003
Singapore,M.ENG,M.ENG in Mechatronics,594362.3,INR,6302.73670166
Singapore,M.Sc,M.Sc in Biology,817062.43,INR,8664.293420206
Italy,MBA,MBA in Business Administration,904770.0,INR,9594.362034
Italy,MBA,MBA in International Business,1664776.0,INR,17653.617659199997
Italy,MBA,MBA in Operations,904770.0,INR,9594.362034
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hotel Management,102600.0,INR,1087.99092
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,1150324.0,INR,12198.265760799999
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury And Brand,1221439.0,INR,12952.3834438
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Global Business Management,832388.0,INR,8826.808829599999
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Finance,264645.0,INR,2806.348509
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business,993437.0,INR,10534.6046354
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1311916.0,INR,13911.8196472
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,1311916.5,INR,13911.824949299998
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Tourism Management,384527.25,INR,4077.60386445
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Operations,904770.0,INR,9594.362034
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Project Management,1311916.0,INR,13911.8196472
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Communication,1872873.0,INR,19860.3198666
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Data Analysis,993437.46,INR,10534.609513332
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Digital Marketing,1311916.5,INR,13911.824949299998
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in ENTREPRENEURSHIP AND LEADERSHIP,121601.09,INR,1289.482278578
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Environment,121601.09,INR,1289.482278578
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Fashion Management,1890969.3,INR,20052.21665106
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury And Brand,1890969.3,INR,20052.21665106
Italy,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Sports,1311916.5,INR,13911.824949299998
Italy,M.ENG,M.ENG in Mechanical,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Electrical,234878.29,INR,2490.696362818
Italy,M.ENG,M.ENG in Architechture,904770.0,INR,9594.362034
Italy,M.ENG,"M.ENG in 
Civil",264645.23,INR,2806.3509479659997
Italy,M.ENG,M.ENG in IT & Networking,271431.0,INR,2878.3086101999997
Italy,M.ENG,M.ENG in Chemical,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Computer Science Engineering,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Aerospace Engineering,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Biomedical,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Electrical,904770.0,INR,9594.362034
Italy,M.ENG,M.ENG in Energy & Environment,542040.0,INR,5747.900568
Italy,M.ENG,M.ENG in Food Technology,343292.0,INR,3640.3370264
Italy,M.ENG,M.ENG in Industrial,235064.68,INR,2492.6728796559996
Italy,M.ENG,M.ENG in Materials,406530.0,INR,4310.925426
Italy,M.ENG,M.ENG in Mechatronics,442666.0,INR,4694.1187972
Italy,M.ENG,M.ENG in Nanotechnology,352326.0,INR,3736.1353692
Italy,M.ENG,M.ENG in Nuclear,316190.0,INR,3352.941998
Italy,M.ENG,M.ENG in Production,406530.0,INR,4310.925426
Italy,M.Sc,M.Sc in Physics,406530.0,INR,4310.925426
Italy,M.Sc,M.Sc in Chemistry,271020.0,INR,2873.950284
Italy,M.Sc,M.Sc in Biology,252952.0,INR,2682.3535984
Italy,M.Sc,M.Sc in Environment,623346.0,INR,6610.0856532
Italy,M.Sc,M.Sc in Mathematics,442666.0,INR,4694.1187972
Belgium,MBA,MBA in Business Administartion,3524922.18,INR,37378.979781156
Belgium,MBA,MBA in Supply Chain And Logistic,1170605.01,INR,12413.329647042
Belgium,MBA,MBA in Executive MBA,3524922.18,INR,37378.979781156
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,1355913.14,INR,14378.374119187998
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Management,1170605.01,INR,12413.329647042
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in General Management,3524922.18,INR,37378.979781156
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Global Management,1170605.01,INR,12413.329647042
Belgium,MASTERS OF MANAGEMENT,"MASTERS OF MANAGEMENT in 
Finance",1170605.01,INR,12413.329647042
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business,1373991.98,INR,14570.085754315998
Belgium,MASTERS OF MANAGEMENT,"MASTERS OF MANAGEMENT in 
Information Technology",158189.87,INR,1677.477019454
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Business Administartion,1310716.03,INR,13899.094925325999
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Economics College,3663677.3,INR,38850.36682466
Belgium,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Entreprenuer and Leadership,1309930.0,INR,13890.759705999999
Belgium,M.ENG,M.ENG in Mechanical,504097.2,INR,5345.54752824
Belgium,M.ENG,M.ENG in Electrical,594437.2,INR,6303.530956239999
Belgium,M.ENG,M.ENG in Architecture,316190.0,INR,3352.941998
Belgium,M.ENG,M.ENG in Civil,130993.0,INR,1389.0759706
Belgium,M.ENG,M.ENG in Chemical,542040.0,INR,5747.900568
Belgium,M.ENG,M.ENG in Agriculture,130993.0,INR,1389.0759706
Belgium,M.ENG,M.ENG in Biology,311673.0,INR,3305.0428266
Belgium,M.ENG,M.ENG in Biomedical,542040.0,INR,5747.900568
Belgium,M.ENG,M.ENG in Materials,542040.0,INR,5747.900568
Belgium,M.ENG,M.ENG in Nuclear,80402.6,INR,852.60525092
Belgium,M.Sc,M.Sc in Physics,81848.04,INR,867.9329857679999
Belgium,M.Sc,M.Sc in Chemistry,172188.04,INR,1825.916413768
Belgium,M.Sc,M.Sc in Biology,130993.0,INR,1389.0759706
Belgium,M.Sc,M.Sc in Psychology ,130993.0,INR,1389.0759706
Belgium,M.Sc,M.Sc in Environment,90340.0,INR,957.9834279999999
Belgium,M.Sc,M.Sc in Data Analysis,102084.2,INR,1082.52127364
